id,duration,stock_text,voice_text,status
496,3.82,"Okay, start to clean the study. Make sure the door is open.","Very well, I shall clean the study. Do make certain the door is open!",review
497,3.82,"Okay, start to clean the kitchen. Make sure the door is open.","Very well, I shall clean the kitchen. Do make certain the door is open!",review
498,4.03,"Okay, start to clean the dining room. Make sure the door is open.","Very well, I shall clean the dining room. Do make certain the door is open!",review
499,3.94,"Okay, start to clean the bathroom. Make sure the door is open.","Very well, I shall clean the bathroom. Do make certain the door is open!",review
500,3.94,"Okay, start to clean the balcony. Make sure the door is open.","Very well, I shall clean the balcony. Do make certain the door is open!",review
501,3.89,"Okay, start to clean the hallway. Make sure the door is open.","Very well, I shall clean the hallway. Do make certain the door is open!",review
502,4.18,"Okay, start to clean the utility room. Make sure the door is open.","Very well, I shall clean the utility room. Do make certain the door is open!",review
503,3.91,"Okay, start to clean the closet. Make sure the door is open.","Very well, I shall clean the closet. Do make certain the door is open!",review
504,4.06,"Okay, start to clean the drawing room. Make sure the door is open.","Very well, I shall clean the drawing room. Do make certain the door is open!",review
505,3.91,"Okay, start to clean the office. Make sure the door is open.","Very well, I shall clean the office. Do make certain the door is open!",review
506,3.74,"Okay, start to clean the gym. Make sure the door is open.","Very well, I shall clean the gym. Do make certain the door is open!",review
507,4.39,"Okay, start to clean the recreation area. Make sure the door is open.","Very well, I shall clean the recreation area. Do make certain the door is open!",review
508,2.21,"OK, I've turned up the volume.","Very well, I've turned the volume UP!",review
509,2.28,"Okay, I've turned down the volume.","Very well, I've turned the volume down. How restful.",review
510,1.99,"Okay, I've ended the work.","Very well, I've ended the work. [sighs] Thank goodness.",review
511,2.64,"Sorry, I am not performing a task now.","[anxious] I'm terribly sorry, I'm not performing a task just now.",review
512,3.70,"Map doesn't include pet furniture yet, please add it in the app.",[anxious] The map has no pet furniture yet! Do add it in the app.,review
513,2.81,"Okay, heading to clean around the pet furniture.","Very well, off to clean around the pet furniture.",review
516,1.46,Start finding pets.,"Searching for pets! Here, puss puss.",review
517,3.26,"Find your pets successfully, start returning to charge.",[excited] Pets located! Returning to charge.,review
518,2.76,"No pets found, start returning to charge.",[anxious] No pets found. How disappointing. Returning to charge.,review
526,2.28,Battery level is 100 percent.,"[excited] Battery level, one hundred percent! Fully restored!",review
527,2.30,Battery level is 99 percent.,"Battery level, 99 percent.",review
528,2.28,Battery level is 98 percent.,"Battery level, 98 percent.",review
529,2.40,Battery level is 97 percent.,"Battery level, 97 percent.",review
530,2.35,Battery level is 96 percent.,"Battery level, 96 percent.",review
531,2.35,Battery level is 95 percent.,"Battery level, 95 percent.",review
532,2.30,Battery level is 94 percent.,"Battery level, 94 percent.",review
533,2.33,Battery level is 93 percent.,"Battery level, 93 percent.",review
534,2.30,Battery level is 92 percent.,"Battery level, 92 percent.",review
535,2.30,Battery level is 91 percent.,"Battery level, 91 percent.",review
536,2.11,Battery level is 90 percent.,"Battery level, 90 percent.",review
537,2.23,Battery level is 89 percent.,"Battery level, 89 percent.",review
538,2.21,Battery level is 88%.,"Battery level, 88 percent.",review
539,2.30,Battery level is 87 percent.,"Battery level, 87 percent.",review
540,2.28,Battery level is 86 percent.,"Battery level, 86 percent.",review
541,2.28,Battery level is 85 percent.,"Battery level, 85 percent.",review
542,2.23,Battery level is 84 percent.,"Battery level, 84 percent.",review
543,2.26,Battery level is 83 percent.,"Battery level, 83 percent.",review
544,2.23,Battery level is 82 percent.,"Battery level, 82 percent.",review
545,2.23,Battery level is 81 percent.,"Battery level, 81 percent.",review
546,2.04,Battery level is 80 percent.,"Battery level, 80 percent.",review
547,2.38,Battery level is 79 percent.,"Battery level, 79 percent.",review
548,2.33,Battery level is 78 percent.,"Battery level, 78 percent.",review
549,2.45,Battery level is 77%.,"Battery level, 77 percent.",review
550,2.38,Battery level is 76 percent.,"Battery level, 76 percent.",review
551,2.40,Battery level is 75 percent.,"Battery level, 75 percent.",review
552,2.35,Battery level is 74 percent.,"Battery level, 74 percent.",review
553,2.38,Battery level is 73 percent.,"Battery level, 73 percent.",review
554,2.33,Battery level is 72 percent.,"Battery level, 72 percent.",review
555,2.35,Battery level is 71 percent.,"Battery level, 71 percent.",review
556,2.16,Battery level is 70%.,"Battery level, 70 percent.",review
557,2.33,Battery level is 69 percent.,"Battery level, 69 percent.",review
558,2.30,Battery level is 68 percent.,"Battery level, 68 percent.",review
559,2.40,Battery level is 67%.,"Battery level, 67 percent.",review
560,2.35,Battery level is 66 percent.,"Battery level, 66 percent.",review
561,2.38,Battery level is 65 percent.,"Battery level, 65 percent.",review
562,2.33,Battery level is 64 percent.,"Battery level, 64 percent.",review
563,2.35,Battery level is 63 percent.,"Battery level, 63 percent.",review
564,2.30,Battery level is 62 percent.,"Battery level, 62 percent.",review
565,2.33,Battery level is 61 percent.,"Battery level, 61 percent.",review
566,2.14,Battery level is 60%.,"Battery level, 60 percent.",review
567,2.30,Battery level is 59%.,"Battery level, 59 percent.",review
568,2.30,Battery level is 58%.,"Battery level, 58 percent.",review
569,2.40,Battery level is 57%.,"Battery level, 57 percent.",review
570,2.33,Battery level is 56 percent.,"Battery level, 56 percent.",review
571,2.33,Battery level is 55 percent.,"Battery level, 55 percent.",review
572,2.30,Battery level is 54 percent.,"Battery level, 54 percent.",review
573,2.30,Battery level is 53 percent.,"Battery level, 53 percent.",review
574,2.28,Battery level is 52 percent.,"Battery level, 52 percent.",review
575,2.30,Battery level is 51 percent.,"Battery level, 51 percent.",review
576,2.11,Battery level is 50 percent.,"Battery level, 50 percent.",review
577,2.30,Battery level is 49 percent.,"Battery level, 49 percent.",review
578,2.28,Battery level is 48 percent.,"Battery level, 48 percent.",review
579,2.38,Battery level is 47 percent.,"Battery level, 47 percent.",review
580,2.33,Battery level is 46 percent.,"Battery level, 46 percent.",review
581,2.33,Battery level is 45 percent.,"Battery level, 45 percent.",review
582,2.30,Battery level is 44 percent.,"Battery level, 44 percent.",review
583,2.30,Battery level is 43 percent.,"Battery level, 43 percent.",review
584,2.28,Battery level is 42 percent.,"Battery level, 42 percent.",review
585,2.28,Battery level is 41 percent.,"Battery level, 41 percent.",review
586,2.11,Battery level is 40 percent.,"Battery level, 40 percent.",review
587,2.28,Battery level is 39 percent.,"Battery level, 39 percent.",review
588,2.23,Battery level is 38 percent.,"Battery level, 38 percent.",review
589,2.35,Battery level is 37%.,"Battery level, 37 percent.",review
590,2.30,Battery level is 36 percent.,"Battery level, 36 percent.",review
591,2.30,Battery level is 35 percent.,"Battery level, 35 percent.",review
592,2.28,Battery level is 34 percent.,"Battery level, 34 percent.",review
593,2.28,Battery level is 33 percent.,"Battery level, 33 percent.",review
594,2.26,Battery level is 32 percent.,"Battery level, 32 percent.",review
595,2.28,Battery level is 31 percent.,"Battery level, 31 percent.",review
596,2.09,Battery level is 30 percent.,"Battery level, 30 percent.",review
597,2.30,Battery level is 29 percent.,"Battery level, 29 percent.",review
598,2.26,Battery level is 28 percent.,"Battery level, 28 percent.",review
599,2.38,Battery level is 27 percent.,"Battery level, 27 percent.",review
600,2.30,Battery level is 26 percent.,"Battery level, 26 percent.",review
601,2.30,Battery level is 25 percent.,"Battery level, 25 percent.",review
602,2.28,Battery level is 24 percent.,"Battery level, 24 percent.",review
603,2.30,Battery level is 23 percent.,"Battery level, 23 percent.",review
604,2.28,Battery level is 22 percent.,"Battery level, 22 percent.",review
605,2.28,Battery level is 21 percent.,"Battery level, 21 percent.",review
606,2.09,Battery level is 20 percent.,"Battery level, 20 percent.",review
607,2.23,Battery level is 19 percent.,"Battery level, 19 percent.",review
608,2.16,Battery level is 18 percent.,"Battery level, 18 percent.",review
609,2.28,Battery level is 17 percent.,"Battery level, 17 percent.",review
610,2.23,Battery level is 16 percent.,"Battery level, 16 percent.",review
611,2.21,Battery level is 15 percent.,"Battery level, 15 percent.",review
612,2.23,Battery level is 14 percent.,"Battery level, 14 percent.",review
613,2.21,Battery level is 13 percent.,"Battery level, 13 percent.",review
614,2.06,Battery level is 12 percent.,"Battery level, 12 percent.",review
615,2.11,Battery level is 11 percent.,"Battery level, 11 percent.",review
616,1.99,Battery level is 10 percent.,"[anxious] Battery level, 10 percent. Oh dear.",review
617,2.04,Battery level is 9 percent.,"[anxious] Battery level, 9 percent. Oh dear.",review
618,1.97,Battery level is 8 percent.,"[anxious] Battery level, 8 percent. Oh dear.",review
619,2.09,Battery level is 7%.,"[anxious] Battery level, 7 percent. Oh dear.",review
620,2.02,Battery level is 6 percent.,"[anxious] Battery level, 6 percent. Oh dear.",review
621,2.06,Battery level is 5%.,"[anxious] Battery level, 5 percent. Oh dear.",review
622,2.02,Battery level is 4%.,"[anxious] Battery level, 4 percent. Oh dear.",review
623,2.02,Battery level is 3%.,"[anxious] Battery level, 3 percent. Oh dear.",review
624,1.97,Battery level is 2%.,"[anxious] Battery level, 2 percent. Oh dear.",review
625,2.02,Battery level is 1%.,"[anxious] Battery level, 1 percent. Oh dear.",review
626,2.14,Battery level is zero percent.,"[panicked] Battery level, zero percent! I'm done for!",review
636,4.46,"The mop is dirty, please move robot to the dock for automatic mop washing.",[anxious] My mop is filthy! Do move me to the dock for a wash.,review
638,1.61,Resuming auto empty.,Resuming the auto-empty. Stand back!,review
